64	64	100	100	64	100	72	72	32	23	24	64	100	64	100	72	72	100	72	64	
48	48	100	100	48	100	48	56	3	7	8	48	100	6	100	48	48	100	56	48	
96	96	100	100	96	100	96	96	96	24	3	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	5	11	1	96	100	96	100	96	96	100	96	96	
2	3	100	100	3	100	24	24	24	4	10	4	100	16	100	24	24	100	24	2	
3	4	100	100	4	100	14	4	3	5	1	14	100	4	100	2	4	100	4	4	
56	56	100	100	56	100	56	64	48	7	8	56	100	56	100	56	56	100	64	56	
72	72	100	100	72	100	72	80	3	9	10	72	100	72	100	72	72	100	80	72	
96	96	100	100	96	100	96	96	7	6	4	96	100	96	100	96	96	100	96	96	
88	88	100	100	88	100	88	88	4	4	2	88	100	88	100	88	88	100	88	88	
24	3	100	100	3	100	4	32	24	4	5	3	100	4	100	4	24	100	32	3	
96	96	100	100	96	100	96	96	24	3	1	96	100	96	100	96	96	100	96	96	
4	5	100	100	5	100	16	4	3	12	2	16	100	6	100	2	4	100	4	5	
40	48	100	100	48	100	48	48	48	3	4	48	100	48	100	48	48	100	48	48	
96	96	100	100	96	100	96	96	4	6	7	96	100	96	100	96	96	100	96	96	
32	32	100	100	32	100	40	40	16	16	17	4	100	32	100	40	40	100	40	32	
24	24	100	100	24	100	3	24	24	4	5	24	100	3	100	3	24	100	24	24	
96	96	100	100	96	100	96	96	88	1	2	96	100	96	100	96	96	100	96	96	
66	66	100	100	66	100	3	6	5	3	4	3	100	66	100	4	66	100	66	66	
56	64	100	100	64	100	64	64	64	14	15	64	100	64	100	64	64	100	64	64	
2	3	100	100	3	100	21	1	12	12	13	4	100	1	100	21	12	100	1	21	
96	96	100	100	96	100	96	96	3	2	1	96	100	96	100	1	96	100	96	96	
96	96	100	100	96	100	96	96	2	4	5	96	100	96	100	96	96	100	96	96	
2	3	100	100	3	100	16	16	16	9	10	4	100	1	100	16	16	100	16	2	
24	24	100	100	24	100	3	6	5	17	18	3	100	24	100	4	32	100	32	24	
96	96	100	100	96	100	96	96	48	2	3	96	100	96	100	96	96	100	96	96	
56	56	100	100	56	100	56	64	56	11	12	56	100	56	100	56	56	100	64	56	
3	4	100	100	4	100	5	3	2	16	17	4	100	5	100	44	3	100	3	4	
72	72	100	100	72	100	80	80	80	3	4	72	100	72	100	80	80	100	80	72	
48	48	100	100	48	100	48	48	48	6	7	48	100	48	100	48	48	100	48	48	
96	96	100	100	96	100	96	96	56	9	1	96	100	96	100	96	96	100	96	96	
2	3	100	100	3	100	4	24	4	8	9	3	100	4	100	4	2	100	24	3	
3	4	100	100	4	100	5	32	24	2	1	4	100	5	100	24	3	100	32	4	
5	92	100	100	92	100	2	5	4	18	19	2	100	92	100	3	5	100	5	6	
48	48	100	100	48	100	48	56	48	1	2	48	100	48	100	48	48	100	56	6	
4	5	100	100	5	100	16	4	3	20	21	16	100	6	100	2	4	100	4	5	
56	56	100	100	56	100	56	64	56	19	20	56	100	56	100	56	56	100	64	56	
80	80	100	100	80	100	80	88	80	41	42	80	100	80	100	80	88	100	88	80	
48	48	100	100	48	100	48	56	2	7	8	48	100	48	100	48	48	100	56	48	
24	3	100	100	3	100	4	32	24	6	7	3	100	4	100	4	24	100	32	3	
40	48	100	100	48	100	48	48	48	4	5	48	100	48	100	48	48	100	48	48	
24	24	100	100	24	100	3	24	24	3	4	24	100	3	100	3	24	100	24	24	
56	56	100	100	56	100	56	64	5	4	5	56	100	56	100	56	64	100	64	56	
21	21	100	100	21	100	3	28	16	2	3	21	100	3	100	3	4	100	4	21	
2	3	100	100	3	100	16	16	16	12	13	4	100	1	100	16	16	100	16	2	
3	16	100	100	16	100	2	2	12	9	10	16	100	2	100	2	4	100	4	16	
96	96	100	100	96	100	96	96	16	17	18	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	64	10	11	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	56	4	2	96	100	96	100	96	96	100	96	96	
88	88	100	100	88	100	88	96	2	7	8	88	100	88	100	88	88	100	96	88	
96	1	100	100	1	100	2	96	5	4	2	2	100	1	100	3	96	100	1	96	
3	24	100	100	24	100	24	24	24	8	9	24	100	24	100	24	24	100	24	24	
40	40	100	100	40	100	40	48	16	2	3	40	100	40	100	40	40	100	48	40	
96	96	100	100	96	100	96	96	96	12	13	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	72	2	3	96	100	96	100	96	96	100	96	96	
64	72	100	100	72	100	72	72	7	1	2	72	100	72	100	72	72	100	72	72	
2	3	100	100	3	100	14	2	7	4	5	4	100	4	100	14	96	100	4	2	
48	48	100	100	48	100	48	56	48	15	16	48	100	6	100	48	48	100	56	48	
2	3	100	100	3	100	4	24	4	2	3	3	100	4	100	4	2	100	24	3	
88	88	100	100	88	100	96	96	16	16	17	88	100	88	100	96	96	100	96	88	
64	64	100	100	64	100	72	72	72	5	6	64	100	64	100	72	72	100	72	64	
24	3	100	100	3	100	32	32	32	12	13	4	100	24	100	32	32	100	32	24	
96	96	100	100	96	100	96	96	96	30	62	96	100	96	100	96	96	100	96	96	
4	5	100	100	5	100	44	4	3	17	18	44	100	6	100	2	4	100	4	5	
96	96	100	100	96	100	96	96	4	6	7	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	72	2	3	96	100	96	100	96	96	100	96	96	
3	4	100	100	4	100	5	3	2	1	1	4	100	5	100	92	3	100	3	4	
88	88	100	100	88	100	88	96	56	4	5	88	100	88	100	88	88	100	96	88	
24	24	100	100	24	100	3	6	5	2	3	3	100	24	100	4	32	100	32	24	
3	4	100	100	4	100	14	4	3	9	10	14	100	4	100	2	4	100	4	4	
14	2	100	100	2	100	3	2	9	4	2	2	100	2	100	3	2	100	2	2	
96	96	100	100	96	100	96	96	40	20	20	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	4	10	11	96	100	96	100	96	96	100	96	96	
56	64	100	100	64	100	64	64	64	1	1	64	100	64	100	64	64	100	64	64	
4	14	100	100	14	100	2	5	12	2	3	2	100	1	100	3	5	100	5	5	
48	48	100	100	48	100	48	56	4	16	17	48	100	48	100	48	48	100	56	48	
80	80	100	100	80	100	80	88	80	2	3	80	100	80	100	80	80	100	88	80	
2	3	100	100	3	100	21	44	12	12	13	4	100	1	100	21	12	100	44	21	
96	96	100	100	96	100	96	96	5	14	15	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	9	10	96	100	96	100	96	96	100	96	96	
64	64	100	100	64	100	64	72	64	14	2	64	100	64	100	64	64	100	72	64	
40	1	100	100	1	100	2	48	5	3	4	2	100	1	100	3	40	100	92	5	
35	35	100	100	35	100	35	42	4	2	3	35	100	4	100	4	2	100	42	35	
80	80	100	100	80	100	80	88	80	56	57	80	100	80	100	80	88	100	88	80	
88	88	100	100	88	100	96	96	12	8	9	88	100	88	100	96	96	100	96	88	
96	96	100	100	96	100	96	96	96	4	5	96	100	96	100	96	96	100	96	96	
48	48	100	100	48	100	48	48	48	9	10	48	100	48	100	48	48	100	48	48	
48	48	100	100	48	100	48	56	48	6	7	48	100	48	100	48	48	100	56	48	
4	5	100	100	5	100	16	4	3	14	15	16	100	6	100	2	4	100	4	5	
96	96	100	100	96	100	96	96	12	4	5	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	9	10	96	100	96	100	96	96	100	96	96	
14	2	100	100	2	100	3	2	1	4	5	2	100	2	100	3	2	100	2	2	
48	48	100	100	48	100	56	56	56	11	12	48	100	48	100	56	56	100	56	48	
96	96	100	100	96	100	96	96	4	10	2	96	100	96	100	96	96	100	96	96	
2	3	100	100	3	100	4	24	4	23	24	3	100	4	100	4	2	100	24	3	
48	48	100	100	48	100	56	56	48	12	13	48	100	48	100	56	56	100	56	48	
21	3	100	100	3	100	4	2	4	4	5	3	100	4	100	4	2	100	2	3	
2	3	100	100	3	100	4	24	4	23	24	3	100	4	100	4	2	100	24	3	
96	96	100	100	96	100	96	96	96	16	16	96	100	96	100	96	96	100	96	96	
1	2	100	100	2	100	3	1	6	4	5	3	100	1	100	4	88	100	1	1	
