96	96	100	100	96	100	96	96	96	85	86	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	52	53	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	12	8	9	96	100	96	100	96	96	100	96	96	
2	3	100	100	3	100	14	2	7	5	6	4	100	4	100	14	96	100	4	2	
96	96	100	100	96	100	96	96	96	26	2	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	6	7	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	60	61	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	28	29	96	100	96	100	96	96	100	96	96	
24	24	100	100	24	100	3	24	24	5	6	24	100	3	100	3	24	100	24	24	
96	96	100	100	96	100	96	96	88	93	94	96	100	96	100	96	96	100	96	96	
5	32	100	100	32	100	32	5	4	42	43	32	100	32	100	32	5	100	5	6	
88	88	100	100	88	100	88	96	5	8	9	88	100	88	100	88	96	100	96	88	
96	96	100	100	96	100	96	96	96	43	44	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	50	51	96	100	96	100	96	96	100	96	96	
72	72	100	100	72	100	72	72	72	70	71	72	100	72	100	72	64	100	72	96	
96	96	100	100	96	100	96	96	96	48	49	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	9	10	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	5	15	16	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	24	7	8	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	10	11	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	8	96	10	11	96	100	96	100	96	96	100	96	96	
4	14	100	100	14	100	2	5	4	10	11	2	100	1	100	3	5	100	5	5	
5	32	100	100	32	100	32	5	4	42	43	32	100	32	100	32	5	100	5	6	
96	96	100	100	96	100	96	96	96	2	3	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	7	8	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	14	15	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	32	32	33	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	71	72	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	64	34	34	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	9	10	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	41	42	96	100	96	100	96	96	100	96	96	
5	32	100	100	32	100	32	5	4	39	40	32	100	32	100	32	5	100	5	6	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	4	30	31	96	100	96	100	96	96	100	96	96	
3	21	100	100	21	100	21	2	1	7	8	21	100	2	100	21	4	100	4	21	
96	96	100	100	96	100	96	96	96	71	72	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	48	49	96	100	96	100	96	96	100	96	96	
4	5	100	100	5	100	32	40	32	41	42	32	100	6	100	32	4	100	40	5	
96	96	100	100	96	100	96	96	96	23	1	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	3	4	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	87	88	96	100	96	100	96	96	100	96	96	
40	40	100	100	40	100	48	48	48	2	3	40	100	40	100	48	48	100	48	40	
96	96	100	100	96	100	96	96	96	32	33	96	100	96	100	96	96	100	96	96	
48	48	100	100	48	100	48	56	48	1	1	48	100	48	100	48	56	100	56	48	
21	21	100	100	21	100	3	28	4	14	15	21	100	3	100	3	4	100	4	21	
96	96	100	100	96	100	96	96	96	23	24	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	1	2	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	24	25	26	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	16	17	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	9	10	96	100	96	100	96	96	100	96	96	
3	24	100	100	24	100	24	24	24	14	15	24	100	24	100	24	24	100	24	24	
96	96	100	100	96	100	96	96	96	15	16	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	46	47	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	2	20	21	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	71	72	96	100	96	100	96	96	100	96	96	
3	14	100	100	14	100	2	12	1	6	7	14	100	4	100	2	96	100	4	14	
88	88	100	100	88	100	88	96	88	88	89	88	100	88	100	88	88	100	96	88	
96	96	100	100	96	100	96	96	96	43	44	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
14	2	100	100	2	100	3	6	5	11	12	3	100	2	100	4	12	100	1	14	
96	96	100	100	96	100	96	96	96	32	33	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	73	74	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	5	30	31	96	100	96	100	96	96	100	96	96	
32	4	100	100	4	100	5	40	32	40	41	4	100	5	100	32	32	100	40	4	
96	96	100	100	96	100	96	96	96	30	31	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	1	1	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	40	41	42	96	100	96	100	96	96	100	96	96	
3	4	100	100	4	100	5	3	2	24	25	4	100	5	100	16	3	100	3	4	
96	96	100	100	96	100	96	96	96	71	72	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	72	73	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
16	2	100	100	2	100	3	16	4	22	23	2	100	3	100	3	4	100	4	2	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	45	46	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	2	3	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	72	73	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	24	26	27	96	100	96	100	96	96	100	96	96	
96	96	100	100	96	100	96	96	96	100	100	96	100	96	100	96	96	100	96	96	
